"Stkcd","Stknme","Conme","Listdt"
"603058","永吉股份","贵州永吉印务股份有限公司","2016-12-23"
"603059","倍加洁","倍加洁集团股份有限公司","2018-03-02"
"603060","国检集团","中国国检测试控股集团股份有限公司","2016-11-09"
"603063","禾望电气","深圳市禾望电气股份有限公司","2017-07-28"
"603066","音飞储存","南京音飞储存设备(集团)股份有限公司","2015-06-11"
"603067","振华股份","湖北振华化学股份有限公司","2016-09-13"
"603068","博通集成","博通集成电路(上海)股份有限公司","2019-04-15"
"603069","海汽集团","海南海汽运输集团股份有限公司","2016-07-12"
"603070","万控智造","万控智造股份有限公司","2022-03-10"
"603071","物产环能","浙江物产环保能源股份有限公司","2021-12-16"
"603076","乐惠国际","宁波乐惠国际工程装备股份有限公司","2017-11-13"
"603077","和邦生物","四川和邦生物科技股份有限公司","2012-07-31"
"603078","江化微","江阴江化微电子材料股份有限公司","2017-04-10"
"603079","圣达生物","浙江圣达生物药业股份有限公司","2017-08-23"
"603080","新疆火炬","新疆火炬燃气股份有限公司","2018-01-03"
"603081","大丰实业","浙江大丰实业股份有限公司","2017-04-20"
"603083","剑桥科技","上海剑桥科技股份有限公司","2017-11-10"
"603085","天成自控","浙江天成自控股份有限公司","2015-06-30"
"603086","先达股份","山东先达农化股份有限公司","2017-05-11"
"603087","甘李药业","甘李药业股份有限公司","2020-06-29"
"603088","宁波精达","宁波精达成形装备股份有限公司","2014-11-11"
"603089","正裕工业","浙江正裕工业股份有限公司","2017-01-26"
"603090","宏盛股份","无锡宏盛换热器制造股份有限公司","2016-08-31"
"603093","南华期货","南华期货股份有限公司","2019-08-30"
"603095","越剑智能","浙江越剑智能装备股份有限公司","2020-04-15"
"603096","新经典","新经典文化股份有限公司","2017-04-25"
"603097","江苏华辰","江苏华辰变压器股份有限公司","2022-05-12"
"603098","森特股份","森特士兴集团股份有限公司","2016-12-16"
"603099","长白山","长白山旅游股份有限公司","2014-08-22"
"603100","川仪股份","重庆川仪自动化股份有限公司","2014-08-05"
"603101","汇嘉时代","新疆汇嘉时代百货股份有限公司","2016-05-06"
"603102","百合股份","威海百合生物技术股份有限公司","2022-01-25"
"603103","横店影视","横店影视股份有限公司","2017-10-12"
"603105","芯能科技","浙江芯能光伏科技股份有限公司","2018-07-09"
"603106","恒银科技","恒银金融科技股份有限公司","2017-09-20"
"603108","润达医疗","上海润达医疗科技股份有限公司","2015-05-27"
"603109","神驰机电","神驰机电股份有限公司","2019-12-31"
"603110","东方材料","新东方新材料股份有限公司","2017-10-13"
"603111","康尼机电","南京康尼机电股份有限公司","2014-08-01"
"603112","华翔股份","山西华翔集团股份有限公司","2020-09-17"
"603113","金能科技","金能科技股份有限公司","2017-05-11"
"603115","海星股份","南通海星电子股份有限公司","2019-08-09"
"603116","红蜻蜓","浙江红蜻蜓鞋业股份有限公司","2015-06-29"
"603117","ST 万林","江苏万林现代物流股份有限公司","2015-06-29"
"603118","共进股份","深圳市共进电子股份有限公司","2015-02-25"
"603121","华培动力","上海华培动力科技(集团)股份有限公司","2019-01-11"
"603122","合富中国","合富(中国)医疗科技股份有限公司","2022-02-16"
"603123","翠微股份","北京翠微大厦股份有限公司","2012-05-03"
"603126","中材节能","中材节能股份有限公司","2014-07-31"
"603127","昭衍新药","北京昭衍新药研究中心股份有限公司","2017-08-25"
"603128","华贸物流","港中旅华贸国际物流股份有限公司","2012-05-29"
"603129","春风动力","浙江春风动力股份有限公司","2017-08-18"
"603131","上海沪工","上海沪工焊接集团股份有限公司","2016-06-07"
"603132","金徽股份","金徽矿业股份有限公司","2022-02-22"
"603133","碳元科技","碳元科技股份有限公司","2017-03-20"
"603136","天目湖","江苏天目湖旅游股份有限公司","2017-09-27"
"603138","海量数据","北京海量数据技术股份有限公司","2017-03-06"
"603139","康惠制药","陕西康惠制药股份有限公司","2017-04-21"
"603150","万朗磁塑","安徽万朗磁塑股份有限公司","2022-01-24"
"603155","新亚强","新亚强硅化学股份有限公司","2020-09-01"
"603156","养元饮品","河北养元智汇饮品股份有限公司","2018-02-12"
"603157","退市拉夏","新疆拉夏贝尔服饰股份有限公司","2017-09-25"
"603158","腾龙股份","常州腾龙汽车零部件股份有限公司","2015-03-20"
"603159","上海亚虹","上海亚虹模具股份有限公司","2016-08-12"
"603160","汇顶科技","深圳市汇顶科技股份有限公司","2016-10-17"
"603161","科华控股","科华控股股份有限公司","2018-01-05"
"603165","荣晟环保","浙江荣晟环保纸业股份有限公司","2017-01-17"
"603166","福达股份","桂林福达股份有限公司","2014-11-27"
"603167","渤海轮渡","渤海轮渡集团股份有限公司","2012-09-06"
"603168","莎普爱思","浙江莎普爱思药业股份有限公司","2014-07-02"
"603169","兰石重装","兰州兰石重型装备股份有限公司","2014-10-09"
"603171","税友股份","税友软件集团股份有限公司","2021-06-30"
"603176","汇通集团","汇通建设集团股份有限公司","2021-12-31"
"603177","德创环保","浙江德创环保科技股份有限公司","2017-02-07"
"603178","圣龙股份","宁波圣龙汽车动力系统股份有限公司","2017-03-28"
"603179","新泉股份","江苏新泉汽车饰件股份有限公司","2017-03-17"
"603180","金牌厨柜","金牌厨柜家居科技股份有限公司","2017-05-12"
"603181","皇马科技","浙江皇马科技股份有限公司","2017-08-24"
"603183","建研院","苏州市建筑科学研究院集团股份有限公司","2017-09-05"
"603185","上机数控","无锡上机数控股份有限公司","2018-12-28"
"603186","华正新材","浙江华正新材料股份有限公司","2017-01-03"
"603187","海容冷链","青岛海容商用冷链股份有限公司","2018-11-29"
"603188","亚邦股份","江苏亚邦染料股份有限公司","2014-09-09"
"603189","网达软件","上海网达软件股份有限公司","2016-09-14"
"603191","望变电气","重庆望变电气(集团)股份有限公司","2022-04-28"
"603192","汇得科技","上海汇得科技股份有限公司","2018-08-28"
"603195","公牛集团","公牛集团股份有限公司","2020-02-06"
"603196","日播时尚","日播时尚集团股份有限公司","2017-05-31"
"603197","保隆科技","上海保隆汽车科技股份有限公司","2017-05-19"
"603198","迎驾贡酒","安徽迎驾贡酒股份有限公司","2015-05-28"
"603199","九华旅游","安徽九华山旅游发展股份有限公司","2015-03-26"
"603200","上海洗霸","上海洗霸科技股份有限公司","2017-06-01"
"603203","快克股份","快克智能装备股份有限公司","2016-11-08"
"603206","嘉环科技","嘉环科技股份有限公司","2022-05-06"
"603208","江山欧派","江山欧派门业股份有限公司","2017-02-10"
"603209","兴通股份","兴通海运股份有限公司","2022-03-24"
"603212","赛伍技术","苏州赛伍应用技术股份有限公司","2020-04-30"
"603213","镇洋发展","浙江镇洋发展股份有限公司","2021-11-11"
"603214","爱婴室","上海爱婴室商务服务股份有限公司","2018-03-30"
"603215","比依股份","浙江比依电器股份有限公司","2022-02-18"
"603216","梦天家居","梦天家居集团股份有限公司","2021-12-15"
"603217","元利科技","元利化学集团股份有限公司","2019-06-20"
"603218","日月股份","日月重工股份有限公司","2016-12-28"
"603219","富佳股份","宁波富佳实业股份有限公司","2021-11-22"
"603220","中贝通信","中贝通信集团股份有限公司","2018-11-15"
"603221","爱丽家居","爱丽家居科技股份有限公司","2020-03-23"
"603222","济民医疗","济民健康管理股份有限公司","2015-02-17"
"603223","恒通股份","恒通物流股份有限公司","2015-06-30"
"603225","新凤鸣","新凤鸣集团股份有限公司","2017-04-18"
"603226","菲林格尔","菲林格尔家居科技股份有限公司","2017-06-15"
"603227","雪峰科技","新疆雪峰科技(集团)股份有限公司","2015-05-15"
"603228","景旺电子","深圳市景旺电子股份有限公司","2017-01-06"
"603229","奥翔药业","浙江奥翔药业股份有限公司","2017-05-09"
"603230","内蒙新华","内蒙古新华发行集团股份有限公司","2021-12-24"
"603232","格尔软件","格尔软件股份有限公司","2017-04-21"
"603233","大参林","大参林医药集团股份有限公司","2017-07-31"
"603236","移远通信","上海移远通信技术股份有限公司","2019-07-16"
"603238","诺邦股份","杭州诺邦无纺股份有限公司","2017-02-22"
"603239","浙江仙通","浙江仙通橡塑股份有限公司","2016-12-30"
"603256","宏和科技","宏和电子材料科技股份有限公司","2019-07-19"
"603258","电魂网络","杭州电魂网络科技股份有限公司","2016-10-26"
"603259","药明康德","无锡药明康德新药开发股份有限公司","2018-05-08"
"603260","合盛硅业","合盛硅业股份有限公司","2017-10-30"
"603261","立航科技","成都立航科技股份有限公司","2022-03-15"
"603266","天龙股份","宁波天龙电子股份有限公司","2017-01-10"
"603267","鸿远电子","北京元六鸿远电子科技股份有限公司","2019-05-15"
"603268","松发股份","广东松发陶瓷股份有限公司","2015-03-19"
"603269","海鸥股份","江苏海鸥冷却塔股份有限公司","2017-05-17"
"603272","联翔股份","浙江联翔智能家居股份有限公司","2022-05-20"
"603277","银都股份","银都餐饮设备股份有限公司","2017-09-11"
"603278","大业股份","山东大业股份有限公司","2017-11-13"
"603279","景津装备","景津装备股份有限公司","2019-07-29"
"603283","赛腾股份","苏州赛腾精密电子股份有限公司","2017-12-25"
"603286","日盈电子","江苏日盈电子股份有限公司","2017-06-27"
"603288","海天味业","佛山市海天调味食品股份有限公司","2014-02-11"
"603289","泰瑞机器","泰瑞机器股份有限公司","2017-10-31"
"603290","斯达半导","嘉兴斯达半导体股份有限公司","2020-02-04"
"603297","永新光学","宁波永新光学股份有限公司","2018-09-10"
"603298","杭叉集团","杭叉集团股份有限公司","2016-12-27"
"603299","苏盐井神","江苏苏盐井神股份有限公司","2015-12-31"
"603300","华铁应急","浙江华铁应急设备科技股份有限公司","2015-05-29"
"603301","振德医疗","振德医疗用品股份有限公司","2018-04-12"
"603303","得邦照明","横店集团得邦照明股份有限公司","2017-03-30"
"603305","旭升股份","宁波旭升汽车技术股份有限公司","2017-07-10"
"603306","华懋科技","华懋(厦门)新材料科技股份有限公司","2014-09-26"
"603308","应流股份","安徽应流机电股份有限公司","2014-01-22"
"603309","维力医疗","广州维力医疗器械股份有限公司","2015-03-02"
"603311","金海高科","浙江金海高科股份有限公司","2015-05-18"
"603313","梦百合","梦百合家居科技股份有限公司","2016-10-13"
"603315","福鞍股份","辽宁福鞍重工股份有限公司","2015-04-24"
"603316","诚邦股份","诚邦生态环境股份有限公司","2017-06-19"
"603317","天味食品","四川天味食品集团股份有限公司","2019-04-16"
"603318","水发燃气","水发派思燃气股份有限公司","2015-04-24"
"603319","湘油泵","湖南机油泵股份有限公司","2016-11-30"
"603320","迪贝电气","浙江迪贝电气股份有限公司","2017-05-02"
"603321","梅轮电梯","浙江梅轮电梯股份有限公司","2017-09-15"
"603322","超讯通信","超讯通信股份有限公司","2016-07-28"
"603323","苏农银行","江苏苏州农村商业银行股份有限公司","2016-11-29"
"603324","盛剑环境","上海盛剑环境系统科技股份有限公司","2021-04-07"
"603326","我乐家居","南京我乐家居股份有限公司","2017-06-16"
"603327","福蓉科技","四川福蓉科技股份公司","2019-05-23"
"603328","依顿电子","广东依顿电子科技股份有限公司","2014-07-01"
"603329","上海雅仕","上海雅仕投资发展股份有限公司","2017-12-29"
"603330","上海天洋","上海天洋热熔粘接材料股份有限公司","2017-02-13"
"603331","百达精工","浙江百达精工股份有限公司","2017-07-05"
"603332","苏州龙杰","苏州龙杰特种纤维股份有限公司","2019-01-17"
"603333","尚纬股份","尚纬股份有限公司","2012-05-07"
"603335","迪生力","广东迪生力汽配股份有限公司","2017-06-20"
"603336","宏辉果蔬","宏辉果蔬股份有限公司","2016-11-24"
"603337","杰克股份","杰克科技股份有限公司","2017-01-19"
"603338","浙江鼎力","浙江鼎力机械股份有限公司","2015-03-25"
"603339","四方科技","四方科技集团股份有限公司","2016-05-19"
"603345","安井食品","安井食品集团股份有限公司","2017-02-22"
"603348","文灿股份","文灿集团股份有限公司","2018-04-26"
"603351","威尔药业","南京威尔药业集团股份有限公司","2019-01-30"
"603353","和顺石油","湖南和顺石油股份有限公司","2020-04-07"
"603355","莱克电气","莱克电气股份有限公司","2015-05-13"
"603356","华菱精工","宣城市华菱精工科技股份有限公司","2018-01-24"
"603357","设计总院","安徽省交通规划设计研究总院股份有限公司","2017-08-01"
"603358","华达科技","华达汽车科技股份有限公司","2017-01-25"
"603359","东珠生态","东珠生态环保股份有限公司","2017-09-01"
"603360","百傲化学","大连百傲化学股份有限公司","2017-02-06"
"603363","傲农生物","福建傲农生物科技集团股份有限公司","2017-09-26"
"603365","水星家纺","上海水星家用纺织品股份有限公司","2017-11-20"
"603366","日出东方","日出东方控股股份有限公司","2012-05-21"
"603367","辰欣药业","辰欣药业股份有限公司","2017-09-29"
"603368","柳药集团","广西柳药集团股份有限公司","2014-12-04"
"603369","今世缘","江苏今世缘酒业股份有限公司","2014-07-03"
"603377","东方时尚","东方时尚驾驶学校股份有限公司","2016-02-05"
"603378","亚士创能","亚士创能科技(上海)股份有限公司","2017-09-28"
"603379","三美股份","浙江三美化工股份有限公司","2019-04-02"
"603380","易德龙","苏州易德龙科技股份有限公司","2017-06-22"
"603383","顶点软件","福建顶点软件股份有限公司","2017-05-22"
"603385","惠达卫浴","惠达卫浴股份有限公司","2017-04-05"
"603386","骏亚科技","广东骏亚电子科技股份有限公司","2017-09-12"
"603387","基蛋生物","基蛋生物科技股份有限公司","2017-07-17"
"603388","元成股份","元成环境股份有限公司","2017-03-24"
"603389","亚振家居","亚振家居股份有限公司","2016-12-15"
"603390","通达电气","广州通达汽车电气股份有限公司","2019-11-25"
"603392","万泰生物","北京万泰生物药业股份有限公司","2020-04-29"
"603393","新天然气","新疆鑫泰天然气股份有限公司","2016-09-12"
"603396","金辰股份","营口金辰机械股份有限公司","2017-10-18"
"603398","沐邦高科","江西沐邦高科股份有限公司","2015-12-09"
"603399","吉翔股份","锦州吉翔钼业股份有限公司","2012-08-24"
"603408","建霖家居","厦门建霖健康家居股份有限公司","2020-07-30"
"603416","信捷电气","无锡信捷电气股份有限公司","2016-12-21"
"603421","鼎信通讯","青岛鼎信通讯股份有限公司","2016-10-11"
"603429","集友股份","安徽集友新材料股份有限公司","2017-01-24"
"603439","贵州三力","贵州三力制药股份有限公司","2020-04-28"
"603444","吉比特","厦门吉比特网络技术股份有限公司","2017-01-04"
"603456","九洲药业","浙江九洲药业股份有限公司","2014-10-10"
"603458","勘设股份","贵州省交通规划勘察设计研究院股份有限公司","2017-08-09"
"603466","风语筑","上海风语筑文化科技股份有限公司","2017-10-20"
"603477","巨星农牧","乐山巨星农牧股份有限公司","2017-12-18"
"603486","科沃斯","科沃斯机器人股份有限公司","2018-05-28"
"603488","展鹏科技","展鹏科技股份有限公司","2017-05-16"
"603489","八方股份","八方电气(苏州)股份有限公司","2019-11-11"
"603496","恒为科技","恒为科技(上海)股份有限公司","2017-06-07"
"603499","翔港科技","上海翔港包装科技股份有限公司","2017-10-16"
"603500","祥和实业","浙江天台祥和实业股份有限公司","2017-09-04"
"603501","韦尔股份","上海韦尔半导体股份有限公司","2017-05-04"
"603505","金石资源","金石资源集团股份有限公司","2017-05-03"
"603506","南都物业","南都物业服务集团股份有限公司","2018-02-01"
"603507","振江股份","江苏振江新能源装备股份有限公司","2017-11-06"
"603508","思维列控","河南思维自动化设备股份有限公司","2015-12-24"
"603511","爱慕股份","爱慕股份有限公司","2021-05-31"
"603515","欧普照明","欧普照明股份有限公司","2016-08-19"
"603516","淳中科技","北京淳中科技股份有限公司","2018-02-02"
"603517","绝味食品","绝味食品股份有限公司","2017-03-17"
"603518","锦泓集团","锦泓时装集团股份有限公司","2014-12-03"
"603519","立霸股份","江苏立霸实业股份有限公司","2015-03-19"
"603520","司太立","浙江司太立制药股份有限公司","2016-03-09"
"603527","众源新材","安徽众源新材料股份有限公司","2017-09-07"
"603528","多伦科技","多伦科技股份有限公司","2016-05-03"
"603529","爱玛科技","爱玛科技集团股份有限公司","2021-06-15"
"603530","神马电力","江苏神马电力股份有限公司","2019-08-05"
"603533","掌阅科技","掌阅科技股份有限公司","2017-09-21"
"603535","嘉诚国际","广州市嘉诚国际物流股份有限公司","2017-08-08"
"603536","惠发食品","山东惠发食品股份有限公司","2017-06-13"
"603538","美诺华","宁波美诺华药业股份有限公司","2017-04-07"
"603551","奥普家居","奥普家居股份有限公司","2020-01-15"
"603555","贵人鸟","贵人鸟股份有限公司","2014-01-24"
"603556","海兴电力","杭州海兴电力科技股份有限公司","2016-11-10"
"603557","ST 起步","起步股份有限公司","2017-08-18"
"603558","健盛集团","浙江健盛集团股份有限公司","2015-01-27"
"603559","中通国脉","中通国脉通信股份有限公司","2016-12-02"
"603565","中谷物流","上海中谷物流股份有限公司","2020-09-25"
"603566","普莱柯","普莱柯生物工程股份有限公司","2015-05-18"
"603567","珍宝岛","黑龙江珍宝岛药业股份有限公司","2015-04-24"
"603568","伟明环保","浙江伟明环保股份有限公司","2015-05-28"
"603569","长久物流","北京长久物流股份有限公司","2016-08-10"
"603577","汇金通","青岛汇金通电力设备股份有限公司","2016-12-22"
"603578","三星新材","浙江三星新材股份有限公司","2017-03-06"
"603579","荣泰健康","上海荣泰健康科技股份有限公司","2017-01-11"
"603580","艾艾精工","艾艾精密工业输送系统(上海)股份有限公司","2017-05-25"
"603583","捷昌驱动","浙江捷昌线性驱动科技股份有限公司","2018-09-21"
"603585","苏利股份","江苏苏利精细化工股份有限公司","2016-12-14"
"603586","金麒麟","山东金麒麟股份有限公司","2017-04-06"
"603587","地素时尚","地素时尚股份有限公司","2018-06-22"
"603588","高能环境","北京高能时代环境技术股份有限公司","2014-12-29"
"603589","口子窖","安徽口子酒业股份有限公司","2015-06-29"
"603590","康辰药业","北京康辰药业股份有限公司","2018-08-27"
"603595","东尼电子","浙江东尼电子股份有限公司","2017-07-12"
"603596","伯特利","芜湖伯特利汽车安全系统股份有限公司","2018-04-27"
"603598","引力传媒","引力传媒股份有限公司","2015-05-27"
"603599","广信股份","安徽广信农化股份有限公司","2015-05-13"
"603600","永艺股份","永艺家具股份有限公司","2015-01-23"
"603601","再升科技","重庆再升科技股份有限公司","2015-01-22"
"603602","纵横通信","杭州纵横通信股份有限公司","2017-08-10"
"603603","*ST 博天","博天环境集团股份有限公司","2017-02-17"
"603605","珀莱雅","珀莱雅化妆品股份有限公司","2017-11-15"
"603606","东方电缆","宁波东方电缆股份有限公司","2014-10-15"
"603607","京华激光","浙江京华激光科技股份有限公司","2017-10-25"
"603608","天创时尚","天创时尚股份有限公司","2016-02-18"
"603609","禾丰股份","禾丰食品股份有限公司","2014-08-08"
"603610","麒盛科技","麒盛科技股份有限公司","2019-10-29"
"603611","诺力股份","诺力智能装备股份有限公司","2015-01-28"
"603612","索通发展","索通发展股份有限公司","2017-07-18"
"603613","国联股份","北京国联视讯信息技术股份有限公司","2019-07-30"
"603615","茶花股份","茶花现代家居用品股份有限公司","2017-02-13"
"603616","韩建河山","北京韩建河山管业股份有限公司","2015-06-11"
"603617","君禾股份","君禾泵业股份有限公司","2017-07-03"
"603618","杭电股份","杭州电缆股份有限公司","2015-02-17"
"603619","中曼石油","中曼石油天然气集团股份有限公司","2017-11-17"
"603626","科森科技","昆山科森科技股份有限公司","2017-02-09"
"603628","清源股份","清源科技(厦门)股份有限公司","2017-01-12"
"603629","利通电子","江苏利通电子股份有限公司","2018-12-24"
"603630","拉芳家化","拉芳家化股份有限公司","2017-03-13"
"603633","徕木股份","上海徕木电子股份有限公司","2016-11-17"
"603636","南威软件","南威软件股份有限公司","2014-12-30"
"603637","镇海股份","镇海石化工程股份有限公司","2017-02-08"
"603638","艾迪精密","烟台艾迪精密机械股份有限公司","2017-01-20"
"603639","海利尔","海利尔药业集团股份有限公司","2017-01-12"
"603648","畅联股份","上海畅联国际物流股份有限公司","2017-09-13"
"603650","彤程新材","彤程新材料集团股份有限公司","2018-06-27"
"603655","朗博科技","常州朗博密封科技股份有限公司","2017-12-29"
"603656","泰禾智能","合肥泰禾智能科技集团股份有限公司","2017-03-21"
"603657","春光科技","金华春光橡塑科技股份有限公司","2018-07-30"
"603658","安图生物","郑州安图生物工程股份有限公司","2016-09-01"
"603659","璞泰来","上海璞泰来新能源科技股份有限公司","2017-11-03"
"603660","苏州科达","苏州科达科技股份有限公司","2016-12-01"
"603661","恒林股份","恒林家居股份有限公司","2017-11-21"
"603662","柯力传感","宁波柯力传感科技股份有限公司","2019-08-06"
"603663","三祥新材","三祥新材股份有限公司","2016-08-01"
"603665","康隆达","浙江康隆达特种防护科技股份有限公司","2017-03-13"
"603666","亿嘉和","亿嘉和科技股份有限公司","2018-06-12"
"603667","五洲新春","浙江五洲新春集团股份有限公司","2016-10-25"
"603668","天马科技","福建天马科技集团股份有限公司","2017-01-17"
"603669","灵康药业","灵康药业集团股份有限公司","2015-05-28"
"603676","卫信康","西藏卫信康医药股份有限公司","2017-07-21"
"603677","奇精机械","奇精机械股份有限公司","2017-02-06"
"603678","火炬电子","福建火炬电子科技股份有限公司","2015-01-26"
"603679","华体科技","四川华体照明科技股份有限公司","2017-06-21"
"603680","今创集团","今创集团股份有限公司","2018-02-27"
"603681","永冠新材","上海永冠众诚新材料科技(集团)股份有限公司","2019-03-26"
"603682","锦和商管","上海锦和商业经营管理股份有限公司","2020-04-21"
"603683","晶华新材","上海晶华胶粘新材料股份有限公司","2017-10-20"
"603685","晨丰科技","浙江晨丰科技股份有限公司","2017-11-27"
"603686","福龙马","福龙马集团股份有限公司","2015-01-26"
"603687","大胜达","浙江大胜达包装股份有限公司","2019-07-26"
"603688","石英股份","江苏太平洋石英股份有限公司","2014-10-31"
"603689","皖天然气","安徽省天然气开发股份有限公司","2017-01-10"
"603690","至纯科技","上海至纯洁净系统科技股份有限公司","2017-01-13"
"603693","江苏新能","江苏省新能源开发股份有限公司","2018-07-03"
"603696","安记食品","安记食品股份有限公司","2015-12-09"
"603697","有友食品","有友食品股份有限公司","2019-05-08"
"603698","航天工程","航天长征化学工程股份有限公司","2015-01-28"
"603699","纽威股份","苏州纽威阀门股份有限公司","2014-01-17"
"603700","宁水集团","宁波水表(集团)股份有限公司","2019-01-22"
"603701","德宏股份","浙江德宏汽车电子电器股份有限公司","2016-04-12"
"603703","盛洋科技","浙江盛洋科技股份有限公司","2015-04-23"
"603706","东方环宇","新疆东方环宇燃气股份有限公司","2018-07-09"
"603707","健友股份","南京健友生化制药股份有限公司","2017-07-19"
"603708","家家悦","家家悦集团股份有限公司","2016-12-13"
"603709","中源家居","中源家居股份有限公司","2018-02-08"
"603711","香飘飘","香飘飘食品股份有限公司","2017-11-30"
"603712","七一二","天津七一二通信广播股份有限公司","2018-02-26"
"603713","密尔克卫","密尔克卫化工供应链服务股份有限公司","2018-07-13"
"603716","塞力医疗","塞力斯医疗科技集团股份有限公司","2016-10-31"
"603717","天域生态","天域生态环境股份有限公司","2017-03-27"
"603718","海利生物","上海海利生物技术股份有限公司","2015-05-15"
"603719","良品铺子","良品铺子股份有限公司","2020-02-24"
"603721","中广天择","中广天择传媒股份有限公司","2017-08-11"
"603722","阿科力","无锡阿科力科技股份有限公司","2017-10-25"
"603725","天安新材","广东天安新材料股份有限公司","2017-09-06"
"603726","朗迪集团","浙江朗迪集团股份有限公司","2016-04-21"
"603727","博迈科","博迈科海洋工程股份有限公司","2016-11-22"
"603728","鸣志电器","上海鸣志电器股份有限公司","2017-05-09"
"603729","龙韵股份","上海龙韵文创科技集团股份有限公司","2015-03-24"
"603730","岱美股份","上海岱美汽车内饰件股份有限公司","2017-07-28"
"603733","仙鹤股份","仙鹤股份有限公司","2018-04-20"
"603737","三棵树","三棵树涂料股份有限公司","2016-06-03"
"603738","泰晶科技","泰晶科技股份有限公司","2016-09-28"
"603739","蔚蓝生物","青岛蔚蓝生物股份有限公司","2019-01-16"
"603755","日辰股份","青岛日辰食品股份有限公司","2019-08-28"
"603757","大元泵业","浙江大元泵业股份有限公司","2017-07-11"
"603758","秦安股份","重庆秦安机电股份有限公司","2017-05-17"
"603759","海天股份","海天水务集团股份公司","2021-03-26"
"603766","隆鑫通用","隆鑫通用动力股份有限公司","2012-08-10"
"603767","中马传动","浙江中马传动股份有限公司","2017-06-13"
"603768","常青股份","合肥常青机械股份有限公司","2017-03-24"
"603773","沃格光电","江西沃格光电股份有限公司","2018-04-17"
"603776","永安行","永安行科技股份有限公司","2017-08-17"
"603777","来伊份","上海来伊份股份有限公司","2016-10-12"
"603778","乾景园林","北京乾景园林股份有限公司","2015-12-31"
"603779","威龙股份","威龙葡萄酒股份有限公司","2016-05-16"
"603786","科博达","科博达技术股份有限公司","2019-10-15"
"603787","新日股份","江苏新日电动车股份有限公司","2017-04-27"
"603788","宁波高发","宁波高发汽车控制系统股份有限公司","2015-01-20"
"603789","星光农机","星光农机股份有限公司","2015-04-27"
"603790","雅运股份","上海雅运纺织化工股份有限公司","2018-09-12"
"603797","联泰环保","广东联泰环保股份有限公司","2017-04-13"
"603798","康普顿","青岛康普顿科技股份有限公司","2016-04-06"
"603799","华友钴业","浙江华友钴业股份有限公司","2015-01-29"
"603800","道森股份","苏州道森钻采设备股份有限公司","2015-12-10"
"603801","志邦家居","志邦家居股份有限公司","2017-06-30"
"603803","瑞斯康达","瑞斯康达科技发展股份有限公司","2017-04-20"
"603806","福斯特","杭州福斯特应用材料股份有限公司","2014-09-05"
"603808","歌力思","深圳歌力思服饰股份有限公司","2015-04-22"
"603809","豪能股份","成都豪能科技股份有限公司","2017-11-28"
"603810","丰山集团","江苏丰山集团股份有限公司","2018-09-17"
"603811","诚意药业","浙江诚意药业股份有限公司","2017-03-15"
"603813","原尚股份","广东原尚物流股份有限公司","2017-09-18"
"603815","交建股份","安徽省交通建设股份有限公司","2019-10-21"
"603816","顾家家居","顾家家居股份有限公司","2016-10-14"
"603817","海峡环保","福建海峡环保集团股份有限公司","2017-02-20"
"603818","曲美家居","曲美家居集团股份有限公司","2015-04-22"
"603819","神力股份","常州神力电机股份有限公司","2016-11-25"
"603822","嘉澳环保","浙江嘉澳环保科技股份有限公司","2016-04-28"
"603823","百合花","百合花集团股份有限公司","2016-12-20"
"603825","华扬联众","华扬联众数字技术股份有限公司","2017-08-02"
"603826","坤彩科技","福建坤彩材料科技股份有限公司","2017-04-14"
"603828","柯利达","苏州柯利达装饰股份有限公司","2015-02-26"
"603829","洛凯股份","江苏洛凯机电股份有限公司","2017-10-17"
"603833","欧派家居","欧派家居集团股份有限公司","2017-03-28"
"603836","海程邦达","海程邦达供应链管理股份有限公司","2021-05-26"
"603838","四通股份","广东四通集团股份有限公司","2015-07-01"
"603839","安正时尚","安正时尚集团股份有限公司","2017-02-14"
"603843","正平股份","正平路桥建设股份有限公司","2016-09-05"
"603848","好太太","广东好太太科技集团股份有限公司","2017-12-01"
"603855","华荣股份","华荣科技股份有限公司","2017-05-24"
"603856","东宏股份","山东东宏管业股份有限公司","2017-11-06"
"603858","步长制药","山东步长制药股份有限公司","2016-11-18"
"603859","能科科技","能科科技股份有限公司","2016-10-21"
"603860","中公高科","中公高科养护科技股份有限公司","2017-08-02"
"603861","白云电器","广州白云电器设备股份有限公司","2016-03-22"
"603863","松炀资源","广东松炀再生资源股份有限公司","2019-06-21"
"603866","桃李面包","桃李面包股份有限公司","2015-12-22"
"603867","新化股份","浙江新化化工股份有限公司","2019-06-27"
"603868","飞科电器","上海飞科电器股份有限公司","2016-04-18"
"603869","新智认知","新智认知数字科技股份有限公司","2015-03-26"
"603871","嘉友国际","嘉友国际物流股份有限公司","2018-02-06"
"603876","鼎胜新材","江苏鼎胜新能源材料股份有限公司","2018-04-18"
"603877","太平鸟","宁波太平鸟时尚服饰股份有限公司","2017-01-09"
"603878","武进不锈","江苏武进不锈股份有限公司","2016-12-19"
"603879","永悦科技","永悦科技股份有限公司","2017-06-14"
"603880","南卫股份","江苏南方卫材医药股份有限公司","2017-08-07"
"603881","数据港","上海数据港股份有限公司","2017-02-08"
"603882","金域医学","广州金域医学检验集团股份有限公司","2017-09-08"
"603883","老百姓","老百姓大药房连锁股份有限公司","2015-04-23"
