Stkcd,Trddt,Opnprc,Clsprc
2335,2022/6/1,23.44,24.43
2336,2022/6/1,6.17,6.06
2337,2022/6/1,3.53,3.53
2338,2022/6/1,17.17,17.3
2339,2022/6/1,5.41,5.49
2340,2022/6/1,7.45,7.61
2341,2022/6/1,3.96,4.38
2342,2022/6/1,3.85,3.88
2343,2022/6/1,5.35,5.48
2344,2022/6/1,4.57,4.63
2345,2022/6/1,4.38,4.4
2346,2022/6/1,13.4,13.34
2347,2022/6/1,4.04,4.07
2348,2022/6/1,2.05,2.06
2349,2022/6/1,14.53,14.4
2350,2022/6/1,7,7.06
2351,2022/6/1,8.97,8.95
2352,2022/6/1,51.32,52.3
2353,2022/6/1,40.4,41.07
2354,2022/6/1,4.02,4
2355,2022/6/1,4.32,4.37
2356,2022/6/1,5.25,5.36
2357,2022/6/1,5.45,5.52
2358,2022/6/1,3.09,3.12
2360,2022/6/1,6.7,6.76
2361,2022/6/1,3.81,3.88
2362,2022/6/1,12.75,12.93
2363,2022/6/1,5.8,5.83
2364,2022/6/1,7.08,7.22
2365,2022/6/1,11.68,12.15
2366,2022/6/1,3.34,3.36
2367,2022/6/1,7.06,7.06
2368,2022/6/1,18.71,18.89
2369,2022/6/1,4.1,4.15
2370,2022/6/1,5.13,5.18
2371,2022/6/1,267,272.46
2372,2022/6/1,18.46,19.13
2373,2022/6/1,8.76,8.9
2374,2022/6/1,4.28,4.18
2375,2022/6/1,4.82,4.78
2376,2022/6/1,6.7,7.07
2377,2022/6/1,2.82,2.92
2378,2022/6/1,7.56,7.61
2379,2022/6/1,3.31,3.27
2380,2022/6/1,9.58,9.75
2381,2022/6/1,6.21,6.16
2382,2022/6/1,8.95,8.84
2383,2022/6/1,5.5,5.54
2384,2022/6/1,18.76,18.46
2385,2022/6/1,7.72,7.68
2386,2022/6/1,10.15,10.15
2387,2022/6/1,6.4,6.42
2388,2022/6/1,4.72,4.76
2389,2022/6/1,17.02,17.27
2390,2022/6/1,4.8,4.86
2391,2022/6/1,7.23,7.43
2392,2022/6/1,3.55,3.58
2393,2022/6/1,20.42,20.76
2394,2022/6/1,7.29,7.4
2395,2022/6/1,8.27,8.24
2396,2022/6/1,21.69,21.7
2397,2022/6/1,3.52,3.48
2398,2022/6/1,6.28,6.27
2399,2022/6/1,16.89,16.69
2400,2022/6/1,4.9,5.09
2401,2022/6/1,11.17,10.06
2402,2022/6/1,15.58,15.5
2403,2022/6/1,7.22,7.24
2404,2022/6/1,5.49,5.55
2405,2022/6/1,13.18,13.35
2406,2022/6/1,5,5.13
2407,2022/6/1,38.2,39.15
2408,2022/6/1,7.91,7.82
2409,2022/6/1,49.05,52.01
2410,2022/6/1,54,52.2
2412,2022/6/1,6.02,5.91
2413,2022/6/1,5.05,5.09
2414,2022/6/1,11.57,11.72
2415,2022/6/1,33.44,33.45
2416,2022/6/1,8.18,8.28
2417,2022/6/1,3.08,3.02
2418,2022/6/1,3.1,3.13
2419,2022/6/1,7.36,7.2
2420,2022/6/1,6.69,6.76
2421,2022/6/1,2.87,2.87
2422,2022/6/1,17.63,17.5
2423,2022/6/1,7.15,7.09
2424,2022/6/1,7.36,7.27
2425,2022/6/1,5.52,5.56
2426,2022/6/1,1.84,1.84
2427,2022/6/1,8.4,8.4
2428,2022/6/1,10.5,10.55
2429,2022/6/1,3.88,3.85
2430,2022/6/1,30.94,30.63
2431,2022/6/1,3.8,3.78
2432,2022/6/1,59.51,59.84
2434,2022/6/1,7.62,7.9
2435,2022/6/1,4.73,4.68
2436,2022/6/1,9.2,9.29
2437,2022/6/1,2.44,2.45
2438,2022/6/1,12.85,12.89
2439,2022/6/1,18.1,18.21
2440,2022/6/1,8.23,8.24
2441,2022/6/1,8.92,9.26
2442,2022/6/1,5.23,5.22
2443,2022/6/1,8.26,8.32
2444,2022/6/1,16.88,17.11
2445,2022/6/1,2.18,2.21
2446,2022/6/1,6.5,6.64
2448,2022/6/1,6.38,6.58
2449,2022/6/1,7.94,7.99
2451,2022/6/1,6.01,6.05
2452,2022/6/1,6.57,6.67
2453,2022/6/1,13.12,13.11
2454,2022/6/1,5.93,6.03
2455,2022/6/1,9.8,9.86
2456,2022/6/1,5.79,5.78
2457,2022/6/1,9.29,9.31
2458,2022/6/1,8.58,8.61
2459,2022/6/1,92.88,91.09
2460,2022/6/1,118.11,117.05
2461,2022/6/1,8.02,8.08
2462,2022/6/1,13.61,13.62
2463,2022/6/1,15.65,15.98
2465,2022/6/1,9.39,9.44
2466,2022/6/1,96.4,95.57
2467,2022/6/1,3.89,3.92
2468,2022/6/1,11.08,11.19
2469,2022/6/1,5.28,5.31
2470,2022/6/1,2.33,2.39
2471,2022/6/1,2.34,2.38
2472,2022/6/1,25.1,26.15
2473,2022/6/1,1.03,0.98
2474,2022/6/1,5.77,5.81
2475,2022/6/1,33.5,32.79
2476,2022/6/1,5.82,5.99
2478,2022/6/1,4.22,4.27
2479,2022/6/1,4.67,4.74
2480,2022/6/1,5.49,5.61
2481,2022/6/1,9.21,9.06
2482,2022/6/1,2.16,2.01
2483,2022/6/1,6.03,6.07
2484,2022/6/1,22.6,22.52
2485,2022/6/1,2.79,2.82
2486,2022/6/1,2.79,2.84
2487,2022/6/1,31.36,31.3
2488,2022/6/1,5.91,6.01
2489,2022/6/1,3.8,3.84
2490,2022/6/1,4.02,4.02
2491,2022/6/1,4.21,4.63
2492,2022/6/1,6.16,6.74
2493,2022/6/1,15.96,15.42
2494,2022/6/1,4.01,4.09
2495,2022/6/1,2.46,2.46
2496,2022/6/1,3.17,3.11
2497,2022/6/1,28.05,27.97
2498,2022/6/1,3.92,3.88
2499,2022/6/1,5.27,5.02
2500,2022/6/1,5.17,5.23
2501,2022/6/1,2.42,2.3
2502,2022/6/1,2.97,3.02
2503,2022/6/1,1.27,1.29
2504,2022/6/1,1.6,1.6
2505,2022/6/1,2.99,2.95
2506,2022/6/1,3.2,3.19
2507,2022/6/1,31.95,32.05
2508,2022/6/1,30.46,30.82
2510,2022/6/1,3.7,3.82
2511,2022/6/1,10.96,10.93
2512,2022/6/1,2.76,2.76
2513,2022/6/1,4.98,4.99
2514,2022/6/1,4.65,4.75
2515,2022/6/1,4.07,4.04
2516,2022/6/1,4.31,4.39
2517,2022/6/1,5.37,5.48
2518,2022/6/1,21.35,21.67
2519,2022/6/1,4.37,4.75
2520,2022/6/1,5.8,5.75
2521,2022/6/1,5.14,5.22
2522,2022/6/1,5.27,5.3
2523,2022/6/1,2.73,2.73
2524,2022/6/1,6.09,6.22
2526,2022/6/1,2.17,2.18
2527,2022/6/1,5.79,5.84
2528,2022/6/1,3.3,3.37
2529,2022/6/1,17.5,17.05
2530,2022/6/1,6.43,6.39
2531,2022/6/1,13.45,13.71
2532,2022/6/1,7.09,7.03
2533,2022/6/1,6.77,6.87
2534,2022/6/1,14.1,14.07
2535,2022/6/1,1.72,1.7
2536,2022/6/1,5.89,5.9
2537,2022/6/1,7.58,7.57
2538,2022/6/1,8.25,8.56
2539,2022/6/1,15.34,15.88
2540,2022/6/1,4.86,4.92
2541,2022/6/1,38.75,39.82
2542,2022/6/1,2.8,2.85
2543,2022/6/1,7.02,7.12
2544,2022/6/1,24.24,24.05
2545,2022/6/1,11.46,11.44
2546,2022/6/1,3.51,3.61
2547,2022/6/1,3.57,3.56
2548,2022/6/1,6.38,6.24
2549,2022/6/1,15.01,14.85
2550,2022/6/1,5.39,5.34
2551,2022/6/1,4.37,4.37
2552,2022/6/1,13.22,13.57
2553,2022/6/1,8.76,8.95
2554,2022/6/1,3.28,3.48
2555,2022/6/1,21.57,21.08
2556,2022/6/1,11.2,11.3
2557,2022/6/1,55.49,52.39
2558,2022/6/1,8.78,8.79
2559,2022/6/1,6.28,6.37
2560,2022/6/1,5.52,5.75
2561,2022/6/1,16.22,15.39
2562,2022/6/1,6.17,6.12
2563,2022/6/1,5.78,5.78
2564,2022/6/1,5.24,4.7
2565,2022/6/1,4.12,4.08
2566,2022/6/1,7.63,7.63
2567,2022/6/1,8.01,7.66
2568,2022/6/1,36.3,34.99
2569,2022/6/1,6.32,6.32
2570,2022/6/1,5.11,5.09
2571,2022/6/1,5.86,5.79
2572,2022/6/1,21.97,22.07
2573,2022/6/1,5.89,5.93
2574,2022/6/1,4.72,4.74
2575,2022/6/1,4.59,4.61
2576,2022/6/1,12.1,11.78
2577,2022/6/1,10.17,10.14
2578,2022/6/1,4.6,5.06
2579,2022/6/1,6.69,6.77
2580,2022/6/1,7.62,8.08
2581,2022/6/1,17.16,17.03
2582,2022/6/1,7.28,7.28
2583,2022/6/1,4.79,4.85
2584,2022/6/1,7.5,7.48
2585,2022/6/1,15,15.11
2586,2022/6/1,4.41,4.42
2587,2022/6/1,4.21,4.66
2588,2022/6/1,6.95,7.03
2589,2022/6/1,4.11,4.05
2590,2022/6/1,7.12,7.26
2591,2022/6/1,4.89,4.9
2592,2022/6/1,4.73,4.98
2593,2022/6/1,3.23,3.31
2594,2022/6/1,298,299.98
2595,2022/6/1,20.4,20.43
2596,2022/6/1,3.51,3.6
2597,2022/6/1,36.2,36.26
2598,2022/6/1,8.25,8.88
2599,2022/6/1,4.55,4.55
2600,2022/6/1,4.74,4.69
2601,2022/6/1,19.09,19.05
2602,2022/6/1,4.63,4.63
2603,2022/6/1,21.75,21.59
2605,2022/6/1,15.69,16.28
2606,2022/6/1,8.9,9.03
2607,2022/6/1,5.15,5.08
2608,2022/6/1,5.92,5.98
2609,2022/6/1,7.48,7.49
2610,2022/6/1,3.36,3.34
2611,2022/6/1,4.05,4.1
2612,2022/6/1,27.46,26.94
2613,2022/6/1,6.46,6.51
2614,2022/6/1,8.6,8.54
2615,2022/6/1,5.66,5.58
2616,2022/6/1,4.62,4.62
2617,2022/6/1,9.13,9.3
2618,2022/6/1,1.06,0.98
2620,2022/6/1,5.47,5.44
2621,2022/6/1,4.05,4
2622,2022/6/1,3.07,3.1
2623,2022/6/1,26.8,26.7
2624,2022/6/1,13.44,13.39
2625,2022/6/1,15.63,15.74
2626,2022/6/1,22.11,22.07
2627,2022/6/1,5.82,5.89
2628,2022/6/1,4.03,4.41
2629,2022/6/1,3.63,3.62
2630,2022/6/1,2.15,2.38
2631,2022/6/1,5.44,5.53
2632,2022/6/1,5.96,5.98
2633,2022/6/1,8.45,8.85
2634,2022/6/1,4.67,4.63
2635,2022/6/1,14.3,14.17
2636,2022/6/1,8.45,8.58
2637,2022/6/1,16.62,16.13
2638,2022/6/1,1.87,1.88
2639,2022/6/1,10.2,10.1
2640,2022/6/1,3.35,3.45
2641,2022/6/1,4.55,4.65
